Date,Ticker,Price
2024-09-26,NVDA,124.0
2024-09-27,NVDA,121.37
2024-09-30,NVDA,121.41
2024-10-01,NVDA,116.97
2024-10-02,NVDA,118.82
2024-10-03,NVDA,122.81
2024-10-04,NVDA,124.88
2024-10-07,NVDA,127.68
2024-10-08,NVDA,132.85
2024-10-09,NVDA,132.61
2024-10-10,NVDA,134.77
2024-10-11,NVDA,134.76
2024-10-14,NVDA,138.03
2024-10-15,NVDA,131.56
2024-10-16,NVDA,135.68
2024-10-17,NVDA,136.89
2024-10-18,NVDA,137.96
2024-10-21,NVDA,143.67
2024-10-22,NVDA,143.55
2024-10-23,NVDA,139.52
2024-10-24,NVDA,140.37
2024-10-25,NVDA,141.5
2024-10-28,NVDA,140.48
2024-10-29,NVDA,141.21
2024-10-30,NVDA,139.3
2024-10-31,NVDA,132.72
2024-11-01,NVDA,135.36
2024-11-04,NVDA,136.01
2024-11-05,NVDA,139.87
2024-11-06,NVDA,145.57
2024-11-07,NVDA,148.84
2024-11-08,NVDA,147.59
2024-11-11,NVDA,145.22
2024-11-12,NVDA,148.25
2024-11-13,NVDA,146.23
2024-11-14,NVDA,146.72
2024-11-15,NVDA,141.94
2024-11-18,NVDA,140.11
2024-11-19,NVDA,146.97
2024-11-20,NVDA,145.85
2024-11-21,NVDA,146.63
2024-11-22,NVDA,141.91
2024-11-25,NVDA,135.98
2024-11-26,NVDA,136.88
2024-11-27,NVDA,135.3
2024-11-29,NVDA,138.21
2024-12-02,NVDA,138.59
2024-12-03,NVDA,140.22
2024-12-04,NVDA,145.1
2024-12-05,NVDA,145.03
2024-12-06,NVDA,142.41
2024-12-09,NVDA,138.78
2024-12-10,NVDA,135.04
2024-12-11,NVDA,139.28
2024-12-12,NVDA,137.31
2024-12-13,NVDA,134.22
2024-12-16,NVDA,131.97
2024-12-17,NVDA,130.36
2024-12-18,NVDA,128.88
2024-12-19,NVDA,130.65
2024-12-20,NVDA,134.67
2024-12-23,NVDA,139.64
2024-12-24,NVDA,140.19
2024-12-26,NVDA,139.9
2024-12-27,NVDA,136.98
2024-12-30,NVDA,137.46
2024-01-02,AAPL,183.9
2024-01-03,AAPL,182.53
2024-01-04,AAPL,180.21
2024-01-05,AAPL,179.48
2024-01-08,AAPL,183.82
2024-01-09,AAPL,183.41
2024-01-10,AAPL,184.45
2024-01-11,AAPL,183.85
2024-01-12,AAPL,184.18
2024-01-16,AAPL,181.91
2024-01-17,AAPL,180.97
2024-01-18,AAPL,186.87
2024-01-19,AAPL,189.77
2024-01-22,AAPL,192.08
2024-01-23,AAPL,193.35
2024-01-24,AAPL,192.68
2024-01-25,AAPL,192.35
2024-01-26,AAPL,190.62
2024-01-29,AAPL,189.94
2024-01-30,AAPL,186.28
2024-01-31,AAPL,182.67
2024-02-01,AAPL,185.11
2024-02-02,AAPL,184.11
2024-02-05,AAPL,185.92
2024-02-06,AAPL,187.53
2024-02-07,AAPL,187.64
2024-02-08,AAPL,186.56
2024-02-09,AAPL,187.32
2024-02-12,AAPL,185.64
2024-02-13,AAPL,183.54
2024-02-14,AAPL,182.66
2024-02-15,AAPL,182.37
2024-02-16,AAPL,180.83
2024-02-20,AAPL,180.09
2024-02-21,AAPL,180.84
2024-02-22,AAPL,182.88
2024-02-23,AAPL,181.04
2024-02-26,AAPL,179.69
2024-02-27,AAPL,181.15
2024-02-28,AAPL,179.95
2024-02-29,AAPL,179.29
2024-03-01,AAPL,178.21
2024-03-04,AAPL,173.68
2024-03-05,AAPL,168.74
2024-03-06,AAPL,167.75
2024-03-07,AAPL,167.63
2024-03-08,AAPL,169.35
2024-03-11,AAPL,171.35
2024-03-12,AAPL,171.83
2024-03-13,AAPL,169.75
2024-03-14,AAPL,171.6
2024-03-15,AAPL,171.22
2024-03-18,AAPL,172.31
2024-03-19,AAPL,174.66
2024-03-20,AAPL,177.22
2024-03-21,AAPL,169.98
2024-03-22,AAPL,170.89
2024-03-25,AAPL,169.47
2024-03-26,AAPL,168.34
2024-03-27,AAPL,171.91
2024-03-28,AAPL,170.09
2024-04-01,AAPL,168.65
2024-04-02,AAPL,167.47
2024-04-03,AAPL,168.28
2024-04-04,AAPL,167.45
2024-04-05,AAPL,168.21
2024-04-08,AAPL,167.09
2024-04-09,AAPL,168.3
2024-04-10,AAPL,166.42
2024-04-11,AAPL,173.62
2024-04-12,AAPL,175.12
2024-04-15,AAPL,171.29
2024-04-16,AAPL,168.01
2024-04-17,AAPL,166.64
2024-04-18,AAPL,165.69
2024-04-19,AAPL,163.66
2024-04-22,AAPL,164.5
2024-04-23,AAPL,165.55
2024-04-24,AAPL,167.65
2024-04-25,AAPL,168.52
2024-04-26,AAPL,167.93
2024-04-29,AAPL,172.1
2024-04-30,AAPL,168.95
2024-05-01,AAPL,167.93
2024-05-02,AAPL,171.63
2024-05-03,AAPL,181.9
2024-05-06,AAPL,180.24
2024-05-07,AAPL,180.92
2024-05-08,AAPL,181.26
2024-05-09,AAPL,183.08
2024-05-10,AAPL,181.82
2024-05-13,AAPL,185.02
2024-05-14,AAPL,186.17
2024-05-15,AAPL,188.44
2024-05-16,AAPL,188.56
2024-05-17,AAPL,188.59
2024-05-20,AAPL,189.75
2024-05-21,AAPL,191.05
2024-05-22,AAPL,189.61
2024-05-23,AAPL,185.62
2024-05-24,AAPL,188.7
2024-05-28,AAPL,188.71
2024-05-29,AAPL,189.01
2024-05-30,AAPL,190.0
2024-05-31,AAPL,190.95
2024-06-03,AAPL,192.72
2024-06-04,AAPL,193.04
2024-06-05,AAPL,194.55
2024-06-06,AAPL,193.17
2024-06-07,AAPL,195.56
2024-06-10,AAPL,191.82
2024-06-11,AAPL,205.75
2024-06-12,AAPL,211.63
2024-06-13,AAPL,212.79
2024-06-14,AAPL,211.06
2024-06-17,AAPL,215.21
2024-06-18,AAPL,212.84
2024-06-20,AAPL,208.27
2024-06-21,AAPL,206.09
2024-06-24,AAPL,206.74
2024-06-25,AAPL,207.66
2024-06-26,AAPL,211.81
2024-06-27,AAPL,212.66
2024-06-28,AAPL,209.2
2024-07-01,AAPL,215.29
2024-07-02,AAPL,218.78
2024-07-03,AAPL,220.06
2024-07-05,AAPL,224.81
2024-07-08,AAPL,226.28
2024-07-09,AAPL,227.14
2024-07-10,AAPL,231.41
2024-07-11,AAPL,226.03
2024-07-12,AAPL,228.98
2024-07-15,AAPL,232.82
2024-07-16,AAPL,233.24
2024-07-17,AAPL,227.34
2024-07-18,AAPL,222.67
2024-07-19,AAPL,222.8
2024-07-22,AAPL,222.45
2024-07-23,AAPL,223.49
2024-07-24,AAPL,217.07
2024-07-25,AAPL,216.02
2024-07-26,AAPL,216.49
2024-07-29,AAPL,216.77
2024-07-30,AAPL,217.32
2024-07-31,AAPL,220.58
2024-08-01,AAPL,216.89
2024-08-02,AAPL,218.38
2024-08-05,AAPL,207.86
2024-08-06,AAPL,205.83
2024-08-07,AAPL,208.4
2024-08-08,AAPL,211.87
2024-08-09,AAPL,214.78
2024-08-12,AAPL,216.31
2024-08-13,AAPL,220.03
2024-08-14,AAPL,220.48
2024-08-15,AAPL,223.46
2024-08-16,AAPL,224.78
2024-08-19,AAPL,224.63
2024-08-20,AAPL,225.24
2024-08-21,AAPL,225.13
2024-08-22,AAPL,223.27
2024-08-23,AAPL,225.57
2024-08-26,AAPL,225.91
2024-08-27,AAPL,226.75
2024-08-28,AAPL,225.22
2024-08-29,AAPL,228.5
2024-08-30,AAPL,227.72
2024-09-03,AAPL,221.52
2024-09-04,AAPL,219.61
2024-09-05,AAPL,221.14
2024-09-06,AAPL,219.58
2024-09-09,AAPL,219.67
2024-09-10,AAPL,218.88
2024-09-11,AAPL,221.41
2024-09-12,AAPL,221.52
2024-09-13,AAPL,221.25
2024-09-16,AAPL,215.11
2024-09-17,AAPL,215.58
2024-09-18,AAPL,219.45
2024-09-19,AAPL,227.59
2024-09-20,AAPL,226.92
2024-09-23,AAPL,225.2
2024-09-24,AAPL,226.1
2024-09-25,AAPL,225.1
2024-09-26,AAPL,226.25
2024-09-27,AAPL,226.52
2024-09-30,AAPL,231.7
2024-10-01,AAPL,224.94
2024-10-02,AAPL,225.51
2024-10-03,AAPL,224.41
2024-10-04,AAPL,225.53
2024-10-07,AAPL,220.45
2024-10-08,AAPL,224.51
2024-10-09,AAPL,228.26
2024-10-10,AAPL,227.76
2024-10-11,AAPL,226.28
2024-10-14,AAPL,230.01
2024-10-15,AAPL,232.54
2024-10-16,AAPL,230.48
2024-10-17,AAPL,230.85
2024-10-18,AAPL,233.68
2024-10-21,AAPL,235.16
2024-10-22,AAPL,234.54
2024-10-23,AAPL,229.47
2024-10-24,AAPL,229.28
2024-10-25,AAPL,230.11
2024-10-28,AAPL,232.09
2024-10-29,AAPL,232.36
2024-10-30,AAPL,228.81
2024-10-31,AAPL,224.65
2024-11-01,AAPL,221.66
2024-11-04,AAPL,220.77
2024-11-05,AAPL,222.2
2024-11-06,AAPL,221.47
2024-11-07,AAPL,226.21
2024-11-08,AAPL,225.94
2024-11-11,AAPL,223.22
2024-11-12,AAPL,223.22
2024-11-13,AAPL,224.11
2024-11-14,AAPL,227.19
2024-11-15,AAPL,223.99
2024-11-18,AAPL,226.99
2024-11-19,AAPL,227.25
2024-11-20,AAPL,227.97
2024-11-21,AAPL,227.49
2024-11-22,AAPL,228.84
2024-11-25,AAPL,231.82
2024-11-26,AAPL,234.0
2024-11-27,AAPL,233.87
2024-11-29,AAPL,236.26
2024-12-02,AAPL,238.51
2024-12-03,AAPL,241.56
2024-12-04,AAPL,241.92
2024-12-05,AAPL,241.95
2024-12-06,AAPL,241.75
2024-12-09,AAPL,245.64
2024-12-10,AAPL,246.65
2024-12-11,AAPL,245.38
2024-12-12,AAPL,246.84
2024-12-13,AAPL,247.01
2024-12-16,AAPL,249.91
2024-12-17,AAPL,252.34
2024-12-18,AAPL,246.93
2024-12-19,AAPL,248.67
2024-12-20,AAPL,253.34
2024-12-23,AAPL,254.12
2024-12-24,AAPL,257.04
2024-12-26,AAPL,257.85
2024-12-27,AAPL,254.44
2024-12-30,AAPL,251.06
2024-01-02,PAM,48.22
2024-01-03,PAM,48.49
2024-01-04,PAM,47.74
2024-01-05,PAM,48.17
2024-01-08,PAM,48.8
2024-01-09,PAM,46.45
2024-01-10,PAM,46.86
2024-01-11,PAM,46.6
2024-01-12,PAM,46.91
2024-01-16,PAM,46.72
2024-01-17,PAM,47.15
2024-01-18,PAM,47.23
2024-01-19,PAM,47.78
2024-01-22,PAM,48.13
2024-01-23,PAM,47.34
2024-01-24,PAM,48.05
2024-01-25,PAM,49.79
2024-01-26,PAM,49.94
2024-01-29,PAM,49.09
2024-01-30,PAM,48.78
2024-01-31,PAM,48.7
2024-02-01,PAM,49.17
2024-02-02,PAM,48.59
2024-02-05,PAM,46.9
2024-02-06,PAM,46.85
2024-02-07,PAM,44.22
2024-02-08,PAM,43.37
2024-02-09,PAM,44.08
2024-02-12,PAM,43.36
2024-02-13,PAM,43.34
2024-02-14,PAM,43.93
2024-02-15,PAM,43.38
2024-02-16,PAM,42.34
2024-02-20,PAM,42.06
2024-02-21,PAM,42.21
2024-02-22,PAM,43.6
2024-02-23,PAM,44.54
2024-02-26,PAM,43.45
2024-02-27,PAM,42.35
2024-02-28,PAM,41.57
2024-02-29,PAM,42.02
2024-03-01,PAM,42.69
2024-03-04,PAM,41.63
2024-03-05,PAM,41.41
2024-03-06,PAM,41.85
2024-03-07,PAM,39.3
2024-03-08,PAM,39.61
2024-03-11,PAM,39.02
2024-03-12,PAM,39.37
2024-03-13,PAM,39.16
2024-03-14,PAM,39.16
2024-03-15,PAM,39.64
2024-03-18,PAM,42.53
2024-03-19,PAM,41.91
2024-03-20,PAM,43.66
2024-03-21,PAM,43.4
2024-03-22,PAM,43.68
2024-03-25,PAM,42.83
2024-03-26,PAM,42.55
2024-03-27,PAM,43.5
2024-03-28,PAM,43.14
2024-04-01,PAM,42.71
2024-04-02,PAM,41.74
2024-04-03,PAM,43.78
2024-04-04,PAM,43.52
2024-04-05,PAM,46.6
2024-04-08,PAM,46.04
2024-04-09,PAM,46.5
2024-04-10,PAM,45.65
2024-04-11,PAM,46.12
2024-04-12,PAM,45.18
2024-04-15,PAM,42.45
2024-04-16,PAM,42.07
2024-04-17,PAM,42.02
2024-04-18,PAM,41.89
2024-04-19,PAM,43.08
2024-04-22,PAM,46.25
2024-04-23,PAM,45.1
2024-04-24,PAM,43.57
2024-04-25,PAM,43.86
2024-04-26,PAM,44.04
2024-04-29,PAM,44.84
2024-04-30,PAM,44.37
2024-05-01,PAM,45.39
2024-05-02,PAM,46.56
2024-05-03,PAM,48.74
2024-05-06,PAM,49.6
2024-05-07,PAM,49.85
2024-05-08,PAM,49.49
2024-05-09,PAM,49.01
2024-05-10,PAM,47.09
2024-05-13,PAM,45.94
2024-05-14,PAM,47.51
2024-05-15,PAM,48.79
2024-05-16,PAM,48.31
2024-05-17,PAM,47.89
2024-05-20,PAM,48.87
2024-05-21,PAM,47.27
2024-05-22,PAM,45.03
2024-05-23,PAM,44.36
2024-05-24,PAM,45.72
2024-05-28,PAM,47.66
2024-05-29,PAM,48.53
2024-05-30,PAM,50.21
2024-05-31,PAM,49.35
2024-06-03,PAM,47.45
2024-06-04,PAM,44.19
2024-06-05,PAM,44.37
2024-06-06,PAM,43.72
2024-06-07,PAM,43.45
2024-06-10,PAM,46.17
2024-06-11,PAM,44.64
2024-06-12,PAM,45.21
2024-06-13,PAM,47.11
2024-06-14,PAM,47.28
2024-06-17,PAM,45.15
2024-06-18,PAM,45.59
2024-06-20,PAM,43.63
2024-06-21,PAM,43.97
2024-06-24,PAM,44.41
2024-06-25,PAM,44.39
2024-06-26,PAM,43.73
2024-06-27,PAM,45.62
2024-06-28,PAM,44.26
2024-07-01,PAM,42.69
2024-07-02,PAM,43.28
2024-07-03,PAM,44.63
2024-07-05,PAM,45.09
2024-07-08,PAM,46.3
2024-07-09,PAM,46.27
2024-07-10,PAM,46.5
2024-07-11,PAM,46.7
2024-07-12,PAM,46.88
2024-07-15,PAM,45.4
2024-07-16,PAM,46.0
2024-07-17,PAM,44.8
2024-07-18,PAM,44.8
2024-07-19,PAM,46.14
2024-07-22,PAM,46.55
2024-07-23,PAM,48.09
2024-07-24,PAM,46.87
2024-07-25,PAM,45.64
2024-07-26,PAM,46.06
2024-07-29,PAM,45.36
2024-07-30,PAM,44.0
2024-07-31,PAM,45.43
2024-08-01,PAM,45.28
2024-08-02,PAM,42.73
2024-08-05,PAM,41.97
2024-08-06,PAM,43.13
2024-08-07,PAM,44.21
2024-08-08,PAM,48.8
2024-08-09,PAM,50.99
2024-08-12,PAM,51.83
2024-08-13,PAM,51.7
2024-08-14,PAM,51.86
2024-08-15,PAM,52.79
2024-08-16,PAM,52.52
2024-08-19,PAM,52.87
2024-08-20,PAM,52.6
2024-08-21,PAM,51.59
2024-08-22,PAM,50.57
2024-08-23,PAM,51.14
2024-08-26,PAM,50.81
2024-08-27,PAM,51.5
2024-08-28,PAM,51.97
2024-08-29,PAM,53.0
2024-08-30,PAM,54.42
2024-09-03,PAM,54.86
2024-09-04,PAM,56.68
2024-09-05,PAM,56.67
2024-09-06,PAM,56.18
2024-09-09,PAM,57.76
2024-09-10,PAM,57.23
2024-09-11,PAM,58.69
2024-09-12,PAM,58.99
2024-09-13,PAM,59.14
2024-09-16,PAM,58.76
2024-09-17,PAM,58.57
2024-09-18,PAM,59.44
2024-09-19,PAM,62.41
2024-09-20,PAM,61.86
2024-09-23,PAM,59.98
2024-09-24,PAM,60.18
2024-09-25,PAM,59.4
2024-09-26,PAM,58.24
2024-09-27,PAM,58.62
2024-09-30,PAM,60.04
2024-10-01,PAM,61.03
2024-10-02,PAM,59.98
2024-10-03,PAM,62.12
2024-10-04,PAM,63.06
2024-10-07,PAM,61.02
2024-10-08,PAM,61.73
2024-10-09,PAM,63.79
2024-10-10,PAM,63.67
2024-10-11,PAM,64.97
2024-10-14,PAM,64.88
2024-10-15,PAM,65.6
2024-10-16,PAM,64.36
2024-10-17,PAM,67.85
2024-10-18,PAM,67.63
2024-10-21,PAM,67.66
2024-10-22,PAM,67.66
2024-10-23,PAM,66.56
2024-10-24,PAM,68.18
2024-10-25,PAM,68.61
2024-10-28,PAM,67.0
2024-10-29,PAM,66.4
2024-10-30,PAM,66.74
2024-10-31,PAM,66.93
2024-11-01,PAM,66.02
2024-11-04,PAM,65.72
2024-11-05,PAM,67.69
2024-11-06,PAM,69.23
2024-11-07,PAM,69.42
2024-11-08,PAM,70.16
2024-11-11,PAM,71.07
2024-11-12,PAM,71.69
2024-11-13,PAM,73.97
2024-11-14,PAM,75.84
2024-11-15,PAM,76.38
2024-11-18,PAM,80.02
2024-11-19,PAM,79.41
2024-11-20,PAM,81.89
2024-11-21,PAM,82.28
2024-11-22,PAM,84.93
2024-11-25,PAM,82.63
2024-11-26,PAM,83.93
2024-11-27,PAM,84.2
2024-11-29,PAM,85.59
2024-12-02,PAM,86.93
2024-12-03,PAM,87.1
2024-12-04,PAM,86.06
2024-12-05,PAM,87.02
2024-12-06,PAM,87.42
2024-12-09,PAM,87.86
2024-12-10,PAM,86.73
2024-12-11,PAM,90.51
2024-12-12,PAM,89.66
2024-12-13,PAM,89.39
2024-12-16,PAM,91.79
2024-12-17,PAM,90.69
2024-12-18,PAM,85.65
2024-12-19,PAM,84.97
2024-12-20,PAM,85.92
2024-12-23,PAM,86.67
2024-12-24,PAM,88.21
2024-12-26,PAM,88.11
2024-12-27,PAM,88.39
2024-12-30,PAM,87.76
2024-01-02,GOOG,138.61
2024-01-03,GOOG,139.41
2024-01-04,GOOG,137.1
2024-01-05,GOOG,136.46
2024-01-08,GOOG,139.57
2024-01-09,GOOG,141.59
2024-01-10,GOOG,142.82
2024-01-11,GOOG,142.69
2024-01-12,GOOG,143.26
2024-01-16,GOOG,143.1
2024-01-17,GOOG,141.92
2024-01-18,GOOG,144.0
2024-01-19,GOOG,146.96
2024-01-22,GOOG,146.71
2024-01-23,GOOG,147.67
2024-01-24,GOOG,149.33
2024-01-25,GOOG,152.6
2024-01-26,GOOG,152.74
2024-01-29,GOOG,153.79
2024-01-30,GOOG,152.01
2024-01-31,GOOG,140.84
2024-02-01,GOOG,141.74
2024-02-02,GOOG,142.56
2024-02-05,GOOG,143.94
2024-02-06,GOOG,144.42
2024-02-07,GOOG,145.68
2024-02-08,GOOG,146.22
2024-02-09,GOOG,149.2
2024-02-12,GOOG,147.72
2024-02-13,GOOG,145.38
2024-02-14,GOOG,146.14
2024-02-15,GOOG,142.96
2024-02-16,GOOG,140.8
2024-02-20,GOOG,141.23
2024-02-21,GOOG,142.86
2024-02-22,GOOG,144.33
2024-02-23,GOOG,144.3
2024-02-26,GOOG,137.81
2024-02-27,GOOG,139.15
2024-02-28,GOOG,136.5
2024-02-29,GOOG,138.83
2024-03-01,GOOG,137.14
2024-03-04,GOOG,133.29
2024-03-05,GOOG,132.87
2024-03-06,GOOG,131.66
2024-03-07,GOOG,134.32
2024-03-08,GOOG,135.36
2024-03-11,GOOG,138.0
2024-03-12,GOOG,138.67
2024-03-13,GOOG,139.81
2024-03-14,GOOG,143.36
2024-03-15,GOOG,141.2
2024-03-18,GOOG,147.47
2024-03-19,GOOG,146.91
2024-03-20,GOOG,148.66
2024-03-21,GOOG,147.73
2024-03-22,GOOG,150.74
2024-03-25,GOOG,150.12
2024-03-26,GOOG,150.67
2024-03-27,GOOG,150.91
2024-03-28,GOOG,151.23
2024-04-01,GOOG,155.44
2024-04-02,GOOG,154.81
2024-04-03,GOOG,155.31
2024-04-04,GOOG,150.91
2024-04-05,GOOG,152.89
2024-04-08,GOOG,155.08
2024-04-09,GOOG,157.07
2024-04-10,GOOG,156.59
2024-04-11,GOOG,159.7
2024-04-12,GOOG,158.11
2024-04-15,GOOG,155.27
2024-04-16,GOOG,154.94
2024-04-17,GOOG,155.81
2024-04-18,GOOG,156.39
2024-04-19,GOOG,154.66
2024-04-22,GOOG,156.88
2024-04-23,GOOG,158.83
2024-04-24,GOOG,160.01
2024-04-25,GOOG,156.88
2024-04-26,GOOG,172.51
2024-04-29,GOOG,166.76
2024-04-30,GOOG,163.52
2024-05-01,GOOG,164.44
2024-05-02,GOOG,167.32
2024-05-03,GOOG,167.84
2024-05-06,GOOG,168.68
2024-05-07,GOOG,171.8
2024-05-08,GOOG,170.0
2024-05-09,GOOG,170.41
2024-05-10,GOOG,169.13
2024-05-13,GOOG,169.74
2024-05-14,GOOG,170.76
2024-05-15,GOOG,172.7
2024-05-16,GOOG,174.24
2024-05-17,GOOG,176.08
2024-05-20,GOOG,177.25
2024-05-21,GOOG,178.32
2024-05-22,GOOG,176.79
2024-05-23,GOOG,173.87
2024-05-24,GOOG,175.13
2024-05-28,GOOG,176.81
2024-05-29,GOOG,176.19
2024-05-30,GOOG,172.38
2024-05-31,GOOG,172.78
2024-06-03,GOOG,173.23
2024-06-04,GOOG,173.94
2024-06-05,GOOG,175.87
2024-06-06,GOOG,177.14
2024-06-07,GOOG,174.75
2024-06-10,GOOG,175.63
2024-06-11,GOOG,177.18
2024-06-12,GOOG,178.54
2024-06-13,GOOG,175.74
2024-06-14,GOOG,177.36
2024-06-17,GOOG,177.77
2024-06-18,GOOG,175.45
2024-06-20,GOOG,176.7
2024-06-21,GOOG,179.24
2024-06-24,GOOG,179.77
2024-06-25,GOOG,184.53
2024-06-26,GOOG,184.32
2024-06-27,GOOG,185.8
2024-06-28,GOOG,182.38
2024-07-01,GOOG,183.44
2024-07-02,GOOG,185.55
2024-07-03,GOOG,186.33
2024-07-05,GOOG,190.87
2024-07-08,GOOG,189.4
2024-07-09,GOOG,189.36
2024-07-10,GOOG,191.57
2024-07-11,GOOG,186.24
2024-07-12,GOOG,185.72
2024-07-15,GOOG,187.12
2024-07-16,GOOG,184.45
2024-07-17,GOOG,181.59
